hgnc_symbol	Six1KD5	Scramble	Scramble.1	Six1KD6	Scramble.2	Six1KD5.1	Scramble.3	Six1KD5.2	Six1KD6.1
GRK6	1.297384269	0.989690685	-1.081868601	-1.717451011	0.107746652	0.60071403	-0.102417611	0.597256688	-0.691055103
GRM1	-0.683153898	-1.119796483	2.078141496	0.38967248	-1.279974471	0.354198094	-0.013376198	0.07692495	0.197364029
GRM7	0.360647051	1.230846868	0.887482493	-0.035710544	-2.092479773	-0.080871066	-0.42491128	-0.62552251	0.780518762
GRN	0.489305277	-0.03465063	-0.082368547	0.320100198	-0.487791488	0.863136313	-1.741865587	-0.967896709	1.642031173
GRPEL1	0.122323356	-1.562791203	-0.988033268	-0.357816766	0.667362853	-0.255319552	0.847856925	1.774168774	-0.24775112
GRPEL2	-0.623025704	0.362604289	-0.325291126	-1.642466407	1.864023266	-0.594125046	-0.226839763	0.373964716	0.811155776
GRSF1	0.161177918	-0.704929236	-0.946965451	0.070721377	0.542316971	-1.34498727	0.980479743	1.791434683	-0.549248734
GRTP1	0.702616827	1.488949971	0.654522577	0.393417237	-1.505535037	-0.441676092	0.262157797	-1.472776036	-0.081677246
GRWD1	0.024900667	-2.410162752	0.24654843	0.020120354	0.60706795	-0.269243834	0.677583406	1.108662036	-0.005476256
GSC	0.45787594	-0.381810956	-1.703796375	1.010716782	-1.315109459	0.39257736	-0.276193559	0.67151193	1.144228338
GSDMB	-0.853461997	1.799159262	0.505241099	0.359013307	-1.901017107	-0.100403782	-0.028296184	0.13793083	0.081834573
GSDMD	0.975273794	1.107486752	-2.069890984	-0.169337907	-0.235876018	-0.074895159	-0.622669644	0.062111519	1.027797648
GSDME	0.326445201	1.355978901	-0.503798654	-0.906767632	0.781923523	-0.775144411	1.215163855	-1.513097915	0.019297132
GSE1	-0.704044037	1.391772859	0.299387103	1.628800853	-1.005856708	-0.451390001	0.493630689	-0.81123993	-0.841060827
GSEC	0.612610083	2.134017099	-0.636393201	-0.176968492	0.12883244	-0.023721158	0.158938255	-1.396858145	-0.80045688
GSG1	-0.01031944	-2.457854545	0.137648719	-0.066136709	1.002881543	0.538793567	0.166577648	-0.0886647	0.777073916
GSK3A	-0.261370024	-1.391735769	1.540989837	0.122667637	0.340045804	-0.805015588	-0.510498684	-0.545947624	1.510864412
GSK3B	-0.858506339	-1.677522157	1.722507461	0.814477664	0.450444291	0.407924786	-0.6540373	-0.115707807	-0.0895806
GSKIP	1.407874092	-0.746683509	-1.409876862	1.003693529	0.429014937	-1.232311493	-0.359288775	0.786668875	0.120909207
GSN	0.539306496	1.84529657	0.580644468	-0.089871092	0.018499851	-0.026530873	-0.74402588	-1.819927759	-0.303391781
GSN-AS1	0.225056628	1.703194218	-0.279143412	0.342970594	0.302498186	0.752427943	-1.173814425	-1.665640799	-0.207548933
GSPT1	-0.493016926	-1.671960375	0.585538099	0.707666068	-0.321205965	-0.569522073	-0.233711447	1.904542897	0.091669721
GSR	-0.602247961	-0.248417384	-0.127623528	0.160786433	2.518717883	-0.609057697	-0.827094458	-0.355399973	0.090336686
GSS	0.722031942	1.41453079	-1.853180481	-0.172110041	-0.346318819	-0.185858191	0.494998971	-0.93471735	0.860623181
GSTA4	0.645833843	1.373489786	-1.043188796	0.167921661	1.104694045	-0.370942197	0.509668568	-1.430647518	-0.956829393
GSTCD	-0.230808539	0.292037025	2.239760894	0.633146775	-0.672432144	-0.287158823	-0.055261049	-0.780012831	-1.139271309
GSTK1	0.779597077	1.178201403	0.123839153	0.560391823	-0.322388888	0.525749977	-1.248322753	-1.907750878	0.310683085
GSTM2	0.527893345	1.756141606	-0.615024807	0.421595456	-0.310135111	-0.346387587	-1.922683628	0.087693818	0.400906907
GSTM3	-0.249453425	0.711930416	-0.478188667	-1.140927474	0.757205928	1.858619205	-1.275036388	0.247077583	-0.431227178
GSTM4	0.190923758	1.746094069	0.596617852	-1.540931319	0.882613045	-0.52545095	0.126381446	-0.846638329	-0.629609571
GSTO1	0.689033123	1.030204817	-2.060883404	-0.432969672	0.411740028	-0.376321977	-0.28637975	-0.232242751	1.257819585
GSTO2	-0.256484756	0.285408018	1.343503649	-0.387921885	-1.880280486	-0.912279225	0.732778571	0.082396086	0.992880028
GSTP1	0.51766054	0.715361372	-0.32030523	-0.662739794	1.908272278	-1.030961989	-0.403083506	0.51805971	-1.242263382
GSTZ1	-0.475231205	0.775049395	-1.490061465	-0.066120339	0.675102134	-0.358413628	1.890054397	-0.88789985	-0.062479437
GTDC1	-0.232965944	1.346398772	0.105481053	-0.434087892	-0.112399942	0.36594719	-0.462768315	-1.932036712	1.356431791
GTF2A1	-0.0964875	-1.858372752	0.978807877	0.187932514	1.11984871	-0.26096011	0.943818096	0.13149851	-1.146085345
GTF2A2	0.978270927	-1.120255731	-0.172630943	-1.223861601	1.697310835	-0.654562831	0.180866423	0.816512588	-0.501649668
GTF2B	-0.544143881	0.435670701	1.530551663	-0.939859045	0.670972571	-1.178395274	1.268492434	-0.438071142	-0.805218026
GTF2E1	-0.280718048	-1.133266306	1.943518192	0.361952582	0.355341141	-0.228982451	0.500136976	-1.516506764	-0.001475322
GTF2E2	0.580123365	2.03064562	-1.055851094	-1.009678299	0.664354526	-0.93643905	-0.099393513	0.089758413	-0.263519968
GTF2F1	-0.075852303	-0.628888396	1.170755622	0.49231146	0.661917928	-1.195173134	-0.728564674	-1.179093534	1.48258703
GTF2F2	-0.1055794	0.331876854	-1.496636916	-0.153560354	1.211944207	-1.251102313	0.889945852	1.187918837	-0.614806767
GTF2H1	-0.208267115	-2.374886272	0.528460624	0.445828365	-0.167766553	-0.028972213	1.122578105	0.739053861	-0.0560288
GTF2H2	-1.456324294	-0.3072043	-1.461591397	0.298715523	0.555681076	-0.257463815	1.336145845	1.177163063	0.1148783
GTF2H2B	-1.185520288	0.065453191	0.51103028	-0.576057047	0.904988467	-0.802416927	0.815739467	1.517835248	-1.251052392
GTF2H2C	0.393714587	-0.643364981	-1.298001395	-1.368870318	0.836375744	0.364846518	0.778665398	1.467030783	-0.530396336
GTF2H3	0.56316976	-0.262758712	-1.769280678	-0.471569482	1.601006575	-0.292787941	0.794234126	0.614761419	-0.776775067
GTF2H5	1.293056021	-1.282126067	0.816591053	-0.36744054	0.601311745	0.987856237	-1.270856981	-0.949046389	0.170654921
GTF2I	-0.078379727	-0.524601103	2.241287558	0.502645936	-0.525781194	0.543991721	-0.672515732	-0.347775473	-1.138871986
GTF2IP1	-0.223404771	0.504455106	1.931091765	1.040331511	-0.733155813	0.119442011	-0.811404702	-0.960770686	-0.866584419
GTF2IP12	-1.218067837	-0.899509885	-0.421918083	-1.052567872	0.757818011	0.197464866	1.701138433	0.955885174	-0.020242807
GTF2IP13	-0.973020161	-1.76910141	0.125599913	-0.39774949	0.857362535	0.289900647	1.68400419	0.288737491	-0.105733715
GTF2IP20	-0.230403215	-1.51653293	-0.765540389	-0.76081139	0.064157653	0.44175984	1.956448363	0.656857848	0.154064218
GTF2IP4	-0.047228022	0.750440159	1.454622609	0.92173473	-0.936838854	0.463276254	-1.171910058	-1.415298108	-0.018798709
GTF2IP6	-0.99526629	-0.745091292	-0.510697752	0.49009268	-0.132247937	-0.837185295	1.843579428	1.292791945	-0.405975487
GTF2IRD1	-0.662280752	2.223621731	0.6302993	0.097324986	-0.767685279	-1.030775787	0.009552632	-0.715421886	0.215365055
GTF2IRD2	-1.404153759	-1.131521799	1.739129982	0.654711736	-0.862571384	0.163909952	0.695185809	0.195238365	-0.049928901
GTF2IRD2B	-0.862772082	-1.319261755	1.965670671	0.557641903	-0.862299124	-0.216743473	0.740710554	0.022538102	-0.025484797
GTF3A	1.271461861	-0.385487423	-1.92142199	-0.933633328	1.050215236	-0.134636972	0.10627166	0.686047188	0.261183768
GTF3C1	-1.532381932	-0.995695922	1.19579787	1.395503499	-0.34315986	-0.833434151	0.526760852	0.19052088	0.396088765
GTF3C2	-0.176133078	-1.463269789	1.911359219	0.782212564	0.384986594	0.218775677	-0.727659672	-0.914802015	-0.0154695
GTF3C3	0.531464367	1.282779773	-1.391007744	-0.887698487	0.240781022	-0.775486885	1.375310675	0.415059635	-0.791202356
GTF3C4	-0.881696966	-1.785620038	0.998411532	0.574062594	0.293841046	-0.239151708	0.784557	1.106590257	-0.850993718
GTF3C5	-0.459653931	-1.036434869	0.829761047	0.94952858	-0.452893009	-1.192482796	1.837836559	-0.294908026	-0.180753555
GTF3C6	0.483915584	-2.4508461	-0.195726721	0.275721302	1.155110789	-0.122664861	0.123539144	0.446450147	0.284500716
GTPBP1	-0.831292764	1.170621812	-0.596963822	-0.26885093	-0.340434616	-0.385671674	1.90154403	0.517804471	-1.166756508
GTPBP10	-0.040158007	-0.955190037	-1.045696221	-0.582806787	-0.430742063	-0.241932847	1.750528478	1.531082082	0.014915402
GTPBP2	0.692936677	1.232261121	-1.646326805	-1.010260235	-0.580852946	0.258181644	0.192060565	-0.422784659	1.284784638
GTPBP3	0.054313588	1.440764129	-0.623677347	-1.637146058	1.162932825	0.539146243	-1.089255517	0.149831744	0.003090393
GTPBP4	-0.228658464	-1.359381831	-0.709246342	0.122598928	0.63182005	-0.966538025	1.151007857	1.679424321	-0.321026494
GTPBP6	0.574281287	0.450424727	0.236002924	-1.443779811	0.270065321	0.779269316	-0.414106863	1.252640198	-1.704797097
GTPBP8	-0.144805525	0.971782479	0.846244068	-0.198992273	0.997931519	-0.288925423	0.814495714	-1.352235662	-1.645494897
GTSE1	0.332994881	0.730877721	1.642237127	-0.390651548	-0.75350696	1.101486844	-0.493900324	-0.832826202	-1.336711538
GUCD1	0.226733895	-0.048281763	0.394835964	0.906840039	-0.034044835	0.804301394	-2.169969452	-0.936852981	0.856437739
GUCY1A2	-1.456452804	-0.77040965	0.873585956	0.99250555	0.004623926	0.246618983	0.324375813	-1.401226955	1.186379181
GUCY1B1	0.347617928	1.912592583	-0.829345554	-1.604801151	0.71993859	-0.448384169	0.321619139	-0.055878949	-0.363358419
GUF1	-0.352092819	-1.636099339	-0.854596314	-0.69293409	1.233489991	0.584417537	0.766522192	1.212409736	-0.261116895
GUK1	1.284899845	1.42404307	-0.889845145	-0.957336168	0.086124925	-0.295731158	-1.396501281	0.753421652	-0.009075739
GULP1	-0.233367761	-2.087583292	-0.544969388	0.955977939	-0.680424045	0.227486751	0.774010606	0.777436602	0.811432588
GUSB	0.874953955	1.402684948	-0.012844455	-0.789461631	0.549869964	0.976098396	-1.297043754	-0.495883271	-1.208374152
GUSBP1	0.349553453	-2.402300474	0.518173106	-0.089052181	0.853682963	0.048365486	0.739095201	0.516979841	-0.534497395
GUSBP11	0.085983586	-0.839704548	0.980277736	0.920156743	-0.723707782	0.936065336	0.259354447	0.353324046	-1.971749565
GUSBP2	-0.551776986	1.08263598	1.594385715	0.359350585	-0.50287541	0.246456081	0.212976999	-0.713799675	-1.727353289
GUSBP8	-0.649358959	1.433990374	1.189155584	-0.624869141	0.118886654	-0.983026461	1.113628237	-1.13038124	-0.468025047
GVQW3	-0.191938817	1.479616667	-0.540658427	0.025985193	0.109633592	1.754736599	-1.019293633	-0.953495317	-0.664585856
GXYLT1	0.686664612	-0.185687483	1.282232209	-0.627501734	0.909004683	0.556113412	-0.820282808	0.106391637	-1.906934529
GXYLT2	0.486773945	-0.34825982	-0.611442791	1.059621882	-1.255474705	0.258559111	-1.462158337	0.383368469	1.489012246
GYG1	1.00875771	0.388397779	-2.32121252	-0.393286553	-0.023069068	0.797677717	-0.40949969	0.600547738	0.351686888
GYG2	0.719069394	1.242932251	-0.522476556	-0.01600844	-0.568232248	0.669695186	-1.844038089	-0.689607203	1.008665705
GYG2P1	0.949969096	1.616719016	0.055895266	-0.498977026	-1.005386847	0.426725341	-1.548202059	-0.564871101	0.568128314
GYPC	1.139210785	2.040595438	-1.136418252	-0.756093596	-0.114531343	0.145811615	-0.356416893	-0.640389654	-0.3217681
GYS1	-0.085914485	-1.317320178	-1.559764066	0.414796594	0.09045411	0.56832432	-0.300839253	0.450127042	1.740135916
GZF1	-0.714795384	-1.474357825	0.019907746	1.26325118	-0.911488163	-0.68224891	1.306797738	0.554059151	0.638874467
H19	0.41171398	1.779048819	-0.314688755	-1.037511231	1.207259258	-0.662491489	-0.023184135	-0.10209755	-1.258048897
H1F0	-0.471754598	1.984766749	-0.104574821	-1.188972717	-0.308093108	-0.566168845	1.204714713	0.169758029	-0.719675402
H1FX	-0.122898775	2.025493514	1.026064015	-1.078827	-0.253933054	-0.341626502	-0.019839903	-1.218090937	-0.016341359
H1FX-AS1	0.238390752	0.342286805	1.568632442	-0.117579418	-0.142675704	0.866586263	-0.037188056	-2.024009321	-0.694443764
H2AFJ	0.157736173	-0.109836132	-0.325932441	-0.862601463	-1.49387647	-0.265628685	1.452131843	1.633252535	-0.185245361
H2AFV	0.594411359	-0.397059716	0.3114404	1.092122414	0.140913022	0.942998505	-1.817464152	-1.331137141	0.463775309
H2AFVP1	0.821468282	-0.4597605	1.50853398	0.37078743	0.155168805	0.869984245	-1.569252327	-0.755288574	-0.941641342
H2AFX	0.543440839	-0.707781819	0.358201016	-0.358505455	1.543358106	0.627531913	-1.22672286	-1.476604057	0.697082317
H2AFY	-0.350193709	-0.667084815	0.362109228	-0.401844359	1.89374611	-1.363676705	0.142587985	1.086514631	-0.702158366
H2AFZ	1.074991852	-0.414425405	1.162928492	-0.823921805	1.406855388	0.266970513	-1.252916792	-0.632159259	-0.788322985
H2BFS	-0.82955771	-1.905468623	1.555387998	0.307556804	0.605834478	0.510193632	0.208138161	-0.670089419	0.218004678
H3F3A	0.306694986	1.747492527	0.697555174	-0.651026907	0.855641914	-0.732539014	-0.649412772	-1.498518066	-0.075887841
H3F3AP4	0.305912925	1.671817521	0.773335015	-0.679193522	0.787133474	-0.684165722	-0.881160192	-1.468783825	0.175104325
H3F3AP6	-0.086843385	1.858292702	0.686577879	-0.290400106	0.438421006	-0.595974493	-0.50263045	-1.765466772	0.25802362
H3F3B	-0.263581291	0.359233477	-0.117453524	-0.804321225	0.779784099	-1.347063289	1.464465914	1.098249211	-1.169313371
H3F3C	0.094079369	-0.080394061	0.049995384	-1.160149001	0.556674526	-0.966134893	1.226411243	1.527164197	-1.247646763
H6PD	0.422365146	1.939769192	-1.486975486	-0.858362326	0.36865914	0.610975125	-0.381198602	0.057933713	-0.673165903
HAAO	0.410104914	2.397160651	0.187971704	-1.003172216	-0.710391623	-0.284053199	-0.212200463	-0.621765876	-0.163653892
HABP4	-0.503044767	0.016135303	0.439669519	0.775679955	-0.692618053	0.580273789	-1.978106704	-0.123611337	1.485622295
HACD1	0.140935676	-1.648564772	-0.707890534	0.753172887	-0.91749544	0.586806798	-0.397416926	0.620425175	1.570027136
HACD2	2.173476121	-0.86141579	-0.810331871	-0.535497185	0.012613592	-0.398364139	0.107086257	0.984299131	-0.671866115
HACD3	0.55393101	0.704801825	1.253126165	0.524106196	0.482589384	-1.028240082	-1.948997865	-0.511622659	-0.029693973
HACE1	0.340403837	1.40264487	0.426856725	-0.415862842	0.745876333	0.882094676	-0.673285343	-1.124991097	-1.583737158
HACL1	-0.663577776	-0.412106831	-0.959730488	1.721386697	0.638035575	-0.850416745	0.425700642	-0.995826094	1.096535019
HADH	1.309294458	1.552237749	-1.496232767	-0.214882594	-0.118900894	-0.029023191	-1.243857235	0.128743833	0.112620643
HADHA	1.058060945	1.462802933	0.244929763	0.631944214	-0.56211996	0.240556702	-1.46758627	-1.283844213	-0.324744113
HADHB	1.210449025	1.162671237	-0.336514799	0.419986073	-0.331311471	0.430617059	-1.700809188	-1.246030472	0.390942536
HAGH	1.079349487	0.310276729	-0.878721362	-0.283594976	-0.473173359	1.359036359	-1.616043616	-0.482474155	0.985344894
HAGHL	0.670975235	1.596690553	-1.410579327	-0.674936977	-0.782864325	0.901197008	-0.228930694	-0.768952347	0.697400874
HAPLN2	1.205095422	-0.637332338	-0.081939389	1.00883721	-1.335106156	1.408820585	-1.053111104	-0.025241891	-0.490022341
HAPLN3	0.780956556	0.706165023	-0.077898288	0.264353012	-0.890599372	1.178383218	-2.071550176	-0.354991474	0.465181501
HARBI1	-0.327917595	-1.915198502	-0.556255884	-0.518352948	0.596229155	0.076544543	1.624353368	0.760990201	0.259607662
HARS	-0.154584653	-2.062835894	-0.751090082	0.397983482	1.240791298	-0.290260637	0.489376352	1.063220731	0.067399403
HARS2	-0.280143612	-1.334898815	1.34745754	-0.690264961	1.617325142	-0.533190881	0.742814947	-0.52937359	-0.33972577
HAS3	-1.518976051	-0.242196237	0.247403505	0.714822681	-1.00747138	-1.102411582	0.996644672	0.885248254	1.026936138
HASPIN	0.866779105	0.821583759	-1.332141891	0.069591426	-0.102105536	0.643734027	0.517138326	0.482457369	-1.967036585
HAT1	1.567464562	0.347000743	-0.646285513	0.329345472	0.772301758	-2.038326786	0.096623474	-0.065258654	-0.362865055
HAUS1	0.787956284	0.731325582	-0.038087239	0.22612919	1.617143087	-0.990163942	0.079697257	-1.578534874	-0.835465345
HAUS2	-0.950488461	0.046515868	-0.005928206	0.015281707	1.375569536	-1.475989739	1.671658129	-0.333084317	-0.343534518
HAUS3	0.062322231	-1.582699072	-0.092321115	0.64899877	0.638371202	0.36007674	1.075800705	0.617388206	-1.727937669
HAUS4	0.602748158	2.170461468	-0.85370219	-0.490281182	0.051690916	0.502197172	-0.957136559	-0.873064619	-0.152913164
HAUS5	0.288772996	1.83455529	-0.871444025	-1.309276587	0.566593967	0.417175376	0.394016524	-1.187152453	-0.133241089
HAUS6	0.461207908	-1.631249226	0.226379332	-0.086625375	0.609882708	0.860399808	0.055016396	1.136288266	-1.631299818
HAUS6P1	-0.855335788	-1.60506723	0.446763151	-1.012385164	0.353345179	1.156222411	1.004100733	0.914381508	-0.4020248
HAUS7	-0.097794006	2.274757424	-0.075786117	-0.068007901	0.077838023	0.46153884	-1.01355927	-0.364796674	-1.194190319
HAUS8	1.573686056	1.699646833	-0.100847018	-0.754340297	0.001177119	-0.902694681	-0.974006165	-0.002287576	-0.540334271
HAX1	0.907304701	0.389190277	-1.313888524	-1.453406044	0.480764391	0.132641636	-0.346765871	-0.420823549	1.624982983
HBEGF	-0.161776061	-1.641111577	-1.609962265	0.561037917	0.807875649	-0.077902109	0.334779272	0.949386752	0.837672424
HBP1	-0.075424168	1.061094703	1.008274311	0.551054931	-1.814533724	-0.009005219	0.899904827	-1.066861354	-0.554504307
HBS1L	-1.114954889	-1.082542829	0.081823921	1.68818201	-0.116418544	-0.517732889	1.513534824	-0.390006259	-0.061885345
HCCS	-0.205907939	-2.120397445	-0.859810128	0.393238395	0.777008479	-0.212192877	0.332012379	0.873508381	1.022540757
HCFC1	-1.488018843	-1.101999704	0.697838453	0.501828031	0.365986688	-0.904948877	1.495910266	0.740171638	-0.306767653
HCFC1R1	-0.252423037	-0.828475797	-0.659439014	-0.956652653	0.588771722	1.235594069	-0.288532838	-0.697921692	1.85907924
HCFC2	0.155524198	-1.654057745	-0.09775424	1.171815504	-1.279253085	1.1211833	0.800443968	0.277834598	-0.495736499
HCG18	-1.44136285	-1.370922054	0.579756411	1.51906563	-0.565655587	-0.256966882	0.7799627	0.622158857	0.133963774
HCN1	-0.128645009	-1.713571014	1.950292177	-0.642081164	-0.385066767	0.303447492	0.599233575	0.348522436	-0.332131726
HCN2	0.635060104	-0.179908936	-0.126076115	0.445840568	-0.688471027	0.651312701	-1.794319726	-0.627944646	1.684507078
HCN3	0.488311519	0.78934078	-0.131817366	0.236820531	-1.72313082	0.92458758	-0.322345156	-1.376440397	1.114673328
HDAC1	0.760029328	0.63768953	0.908927316	-1.533467443	1.531078002	-0.706259649	-0.225801514	-0.65013242	-0.72206315
HDAC10	-0.521247498	0.877891603	-0.440630668	0.108667809	-1.682856748	-0.258211589	0.126787741	-0.162450342	1.952049691
HDAC11	0.33753937	0.876557243	-1.445714477	0.387022872	-1.385066542	0.355802313	-0.741880554	0.108892548	1.506847227
HDAC2	-0.373690655	0.611234292	0.168830779	-0.618487257	1.947429727	-0.91823342	0.307837829	0.362902625	-1.48782392
HDAC2-AS2	0.078266431	-2.495569618	-0.246832517	-0.036751287	0.647885067	0.214544201	0.401097498	0.570248283	0.867111942
HDAC3	-0.171988891	1.354121531	0.330219248	-0.342911971	1.464067723	-0.036346008	-0.042170354	-0.777716966	-1.777274312
HDAC4	-1.405731324	-0.544385578	0.823439388	0.619756443	-0.886360568	-1.079531018	0.185745833	0.963877914	1.323188909
HDAC5	0.622010894	1.841402584	-0.983804506	-1.402605086	-0.155428485	-0.315086107	-0.600014816	0.102957537	0.890567985
HDAC6	0.1578305	2.085753955	-1.260185832	-0.265866493	-0.67792582	0.310841421	-0.435327824	-0.737511302	0.822391395
HDAC7	-0.364398046	1.350240225	1.243038119	0.154515555	0.363974071	-0.82965335	0.334407621	-0.416701605	-1.83542259
HDAC8	0.560339524	-0.482161081	1.279641757	0.541503553	0.303422746	1.028585627	-0.60256465	-0.787845963	-1.840921512
HDAC9	-0.645083257	-1.893600433	-0.961405955	-0.125700104	0.331473649	0.522914122	0.71740549	0.867926431	1.186070057
HDDC2	0.55652226	1.830316304	-1.446829846	-1.084046772	0.486184477	-0.63622498	-0.114985417	0.613008003	-0.203944029
HDDC3	1.214939297	-0.212215697	-2.022236667	-0.954608059	-0.037122531	1.00299589	0.416130677	0.543368488	0.048748602
HDGF	-0.268576276	-2.20941053	0.963428685	0.011169587	1.173980638	0.664224524	-0.150423797	0.267664579	-0.45205741
HDGFL2	0.118299992	1.114140972	1.378622126	0.26450911	0.632386129	-0.585336814	-1.473327774	-1.361309523	-0.087984217
HDGFL3	-1.017102084	1.134681703	-0.131138865	-0.298384029	1.701123979	-1.128329984	0.039216978	-0.97412751	0.674059812
HDHD2	0.296894583	1.183776507	-0.200041864	1.180417574	-1.043254393	1.155541956	-0.666102926	-0.511457113	-1.395774324
HDHD5	-1.359858065	-0.086990526	-0.834154832	0.65610833	0.043285048	-0.635431091	1.188759428	1.669443712	-0.641162005
HDLBP	-0.174721085	1.804447419	-0.802081641	0.16702319	0.592048042	-0.047170164	-1.599185575	-0.721941851	0.781581666
HEATR1	-0.365915869	-1.150582153	-0.468620211	0.066530588	0.929137667	-0.610179787	1.049003727	1.65925947	-1.10863343
HEATR3	0.452167651	-1.427990187	0.289031003	0.358305977	1.163393787	1.233134241	-1.460562822	0.116142104	-0.723621754
HEATR5A	0.467186118	1.109585757	-0.200685867	-0.946096429	-0.603503141	0.920057951	-1.731887579	-0.185404892	1.170748082
HEATR5B	-0.148091508	-0.901158986	0.119225885	-0.043673883	1.219621777	0.587175134	1.557487662	-1.064166147	-1.326419934
HEATR6	-1.020834216	1.887217995	0.54521448	-0.812279356	0.377048617	-1.423284931	0.474915283	-0.16467581	0.136677938
HEBP1	0.566080734	1.953733368	-1.860433869	-0.521205372	-0.031269785	0.024977334	-0.29292302	-0.040386082	0.201426691
HEBP2	-0.470319483	0.036767318	0.016593307	1.920451215	0.357304153	-0.574437139	0.247474743	-1.860952697	0.327118583
HECA	0.097407885	1.22762629	0.251887238	0.221402937	-0.85462127	0.991469772	-1.430710513	-1.366550565	0.862088228
HECTD1	-0.82449839	-2.048807745	0.663716408	0.412459869	-0.039119213	0.167822719	0.444808244	1.488101479	-0.264483371
HECTD2	0.223149155	-0.963113264	1.844539019	0.987226174	-1.351485031	0.383956416	-0.361356227	-0.735113566	-0.027802677
HECTD3	-0.568955376	-0.420873583	-0.373974714	-0.970176801	1.156279885	-0.099119954	2.112417355	-0.778234988	-0.057361824
HECTD4	-1.658662761	-0.911823439	1.477625894	0.635614336	-0.774698966	0.492848838	0.885677965	0.236390312	-0.382972179
HECW2	-0.831964773	-2.080986248	0.713170589	0.748756889	0.768349812	0.69086046	0.058962214	-0.67960119	0.612452248
HEG1	-0.280717884	-1.420388064	-1.555849278	0.700776305	1.147092706	-0.235503312	1.239361484	0.238219877	0.167008166
HEIH	-0.02478102	1.886303681	-0.981973455	-1.066473662	-0.95399593	0.536491641	-0.248338529	-0.17211316	1.024880435
HELB	-0.500073327	1.980634862	0.212008684	0.358165253	-0.292896302	-0.196997472	0.825315614	-1.168925864	-1.217231448
HELLPAR	-0.695577693	-0.79222868	1.130111879	1.882495468	-1.408452809	-0.017170204	0.001880654	0.147535402	-0.248594016
HELLS	-0.208658266	-0.948740694	0.030093561	0.852747465	2.242036646	-0.022743517	-0.491931187	-0.769456252	-0.683347757
HELQ	0.028840344	-1.045040137	-0.777611108	-0.631863676	-0.412550095	-0.050762597	2.116137788	1.076956017	-0.304106535
HELZ	-1.254719486	-1.271768981	1.682439302	0.46132553	-0.699503122	0.054090764	1.121620556	0.024765191	-0.118249755
HELZ2	-0.019563554	1.185457921	-0.84494251	-1.594178109	0.148504633	-1.157750909	0.796367071	1.088073797	0.39803166
HEMK1	-0.318720265	-0.060476897	-1.643129396	-0.886680625	0.006503329	0.02590304	1.272712831	-0.064642315	1.668530298
HEPHL1	-1.244816306	1.603970308	1.223925354	0.574770658	-0.393429486	-0.461947531	0.390807742	-1.064406561	-0.628874179
HERC1	-1.049606871	-0.797625241	1.770595407	0.98599428	0.181843495	0.880226875	-0.471894716	-0.743618638	-0.755914591
HERC2	-1.39470477	-1.924767293	0.873943658	-0.000174611	0.69748621	0.838184033	0.041809685	0.530544748	0.33767834
HERC2P2	1.164564537	-0.350197266	0.292917286	-0.320418003	-1.292588112	0.548150034	-0.902231362	1.690412978	-0.830610093
HERC2P3	0.668281748	-0.366499015	1.269353809	-0.730606125	-0.52017296	0.958925865	-0.966306711	1.088740392	-1.401717002
HERC2P4	-0.895289618	-0.242252774	1.33273121	1.594265367	0.354728212	0.374580956	-1.095685495	-1.125465587	-0.297612271
HERC2P9	0.029371024	-2.048643495	0.653444969	0.023995985	0.809932518	0.986695865	-0.030303244	0.697163967	-1.121657588
HERC3	0.252954881	-0.88054322	-0.22869281	1.261116256	-1.260532646	1.143362774	-1.403261468	0.680886793	0.43470944
HERC4	-0.64925672	1.900035137	-0.594148366	-0.639612132	-0.066328198	-0.648514471	1.519884206	-0.669203028	-0.152856429
HERC5	0.285765148	1.684307771	1.450074833	-0.25927593	-0.633715955	-0.604367748	0.075144309	-1.266486903	-0.731445525
HERC6	1.69428399	-0.920830992	-0.668369544	0.298698709	-1.749939241	0.417458786	-0.057840337	0.590735616	0.395803013
HERPUD1	0.264623664	-1.232492744	-0.816691832	0.806470356	0.205578157	0.788612176	-1.541667637	0.096088093	1.429479766
HERPUD2	-1.193144479	0.712000171	1.925423587	0.577910213	-0.606159298	-0.365987401	-0.54361685	-0.995876096	0.489450152
HES1	0.210799286	-1.676663752	-0.257854228	-0.343003152	-0.619452984	-0.334789953	1.588757574	1.392364157	0.039843052
HES4	0.445708744	1.246106247	-1.910671602	-0.915524222	-0.282370826	-0.533676391	0.787557062	0.803683102	0.359187885
HES6	-0.046817108	-0.257824409	-0.673839059	0.898932283	-0.674720651	0.560074653	-1.0428906	-0.804035235	2.041120126
HES7	-1.125591151	1.905705852	0.38513892	-0.725858558	-0.855934028	-0.339008425	1.213043528	-0.193738061	-0.263758076
HESX1	-0.768373344	0.1063771	1.306995305	1.464848488	-0.940453869	0.765047641	-1.381292075	-0.194226937	-0.358922309
HEXA	-0.197337927	-1.336541109	0.432685247	1.211050241	-0.183220328	0.810331923	-0.82384604	-1.211182998	1.298060989
HEXB	1.575827422	1.674192923	-0.784212264	-0.917070955	-0.603110438	-0.040668527	-0.72665566	-0.506594369	0.328291867
HEXD	0.004619293	2.243063196	-0.264170373	-0.628631598	-1.151371861	0.085545427	0.394592644	-0.966850373	0.283203645
HEXIM1	-0.932303492	-1.322061068	1.480337241	1.509548082	-0.260395834	-0.359340393	-0.322478279	0.646737188	-0.440043445
